trans_date_trans_time,cc_num,merchant,category,amt,gender,city_pop,trans_num,merch_lat,merch_long,age,trans_hour,trans_day_of_week,trans_weekend,trans_month,distance,avg_amt,total_transactions,total_fraud,fraud_rate,merchant_encoded,job_encoded,category_entertainment,category_food_dining,category_gas_transport,category_grocery_net,category_grocery_pos,category_health_fitness,category_home,category_kids_pets,category_misc_net,category_misc_pos,category_personal_care,category_shopping_net,category_shopping_pos,category_travel
2020-10-12 20:43:25,6011388901471808,fraud_Auer LLC,personal_care,47.52,0,427,a1993a5b2ce88ebfde4022aea697971d,39.166331,-80.389486,69,20,0,0,10,114.73614639519715,61.90281506849316,2920,5,0.0017123287671232,11,299,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2020-10-31 09:29:16,373905417449658,fraud_Bins-Rice,gas_transport,81.83,0,2526,223618dda1c0717e0afe8909ffc39a03,31.8905,-97.358281,50,9,5,1,10,27.33501942750484,87.33323739035089,3648,13,0.003563596491228,55,342,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2019-12-13 15:55:08,38588538868506,fraud_Bernhard-Lesch,food_dining,7.97,0,498,025d0e3aa4a90c67a2a8888a45c8529b,29.274355,-103.357821,29,15,4,0,12,102.5092197856123,59.95686536485098,2919,8,0.0027406646111682,49,270,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2019-11-30 22:52:41,3559160581764413,"fraud_Ritchie, Bradtke and Stiedemann",travel,536.07,1,1453,210b018042a9446b40f160eb86016d0a,42.158799,-79.28150500000001,45,22,5,1,11,50.68390654327487,96.29070963318478,2917,9,0.0030853616729516,516,478,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2020-02-26 17:30:40,4810839835482794272,"fraud_Brown, Homenick and Lesch",health_fitness,2.93,0,760,85bdfcd51a542dc5d9db3dd4f6afb980,36.648612,-93.29863,34,17,2,0,2,68.15191042623394,64.2094897260274,2920,0,0.0,80,364,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2020-07-27 16:55:19,3551217896304745,"fraud_Medhurst, Cartwright and Ebert",personal_care,334.79,0,6120,08e6e331de805f5dae023f7acd8d7c6b,43.689587,-73.944913,43,16,0,0,7,74.46219244858318,84.99976451760402,4374,3,0.0006858710562414,422,70,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2020-05-04 19:08:28,571365235126,fraud_Dietrich-Fadel,health_fitness,30.51,0,372,3bd3a0adf0699764b5da05b25569d413,44.179883,-86.121579,24,19,0,0,5,47.23489193248667,59.39297439414723,4374,10,0.002286236854138,138,189,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2019-01-07 13:14:29,374497717543058,fraud_Reilly LLC,home,16.67,0,1190,1c5f4a8863aed5209f511c96a7099320,47.08449,-101.086378,70,13,0,0,1,24.088339709648928,61.59708518645228,2923,11,0.0037632569278138,506,121,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2019-02-28 08:13:18,4783226709001,fraud_Kutch and Sons,grocery_pos,130.36,0,320,1651a796b0154319f107a95f82ba719c,38.531864,-98.729052,57,8,3,0,2,72.07519030418544,60.37725703905541,2202,14,0.0063578564940962,359,194,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2019-06-23 06:51:29,676372984911,"fraud_Streich, Hansen and Veum",gas_transport,73.07,0,242,aa29354543668ec2786bea88ffc2c077,39.279685,-97.637404,31,6,6,1,6,87.29619259783597,60.07083584543711,3649,13,0.0035626198958618,605,475,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2019-06-28 01:16:56,4306630852918,fraud_Pagac LLC,shopping_pos,9.08,0,927396,d8acb702c187f08159cb2d9fdbb32096,38.197915,-90.120232,59,1,4,0,6,54.77442745172832,73.89236177474403,1465,8,0.0054607508532423,473,315,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2019-08-31 06:39:11,36721445180895,"fraud_Kutch, Hermiston and Farrell",gas_transport,107.21,1,1666,9c67c40af39d5abfb75bdc6ca42a818e,41.670313,-73.692348,51,6,5,1,8,119.43554140592644,63.419590536851686,2198,15,0.0068243858052775,360,132,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2019-12-31 20:16:46,4561546772499,fraud_Feil-Morar,health_fitness,20.54,1,7268,ea23319eeaf839f4b064d6ab718da4e6,35.351146,-105.955778,31,20,1,0,12,41.397729632791126,60.044876712328765,3650,8,0.0021917808219178,171,468,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2020-08-28 05:13:24,4862293128558,fraud_Hermann-Gaylord,misc_pos,8.48,0,489,f917d5f4f800a5c4f297508a9c74c7b0,41.363021,-78.541526,63,5,4,0,8,53.841979991327904,61.13033607681756,2916,4,0.0013717421124828,247,332,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2019-07-26 12:48:47,3521417320836166,fraud_Wilkinson PLC,kids_pets,71.99,0,910148,dfef9f1a611333af23457f1a38fb864e,40.438576,-85.678689,43,12,4,0,7,82.71106195310988,88.15605353466026,4371,6,0.001372683596431,667,198,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2019-07-01 02:26:16,2610529083834453,"fraud_Heller, Gutmann and Zieme",grocery_pos,184.25,0,22191,ebadda373c1548bb4f0ad02fed8e9ef4,35.911085,-86.682485,24,2,0,0,7,37.29810263453152,98.93885444743935,742,14,0.0188679245283018,241,353,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2019-12-08 16:17:25,4069975342931683,fraud_Thiel Ltd,travel,7.23,0,21902,5507a7ca92c1cc4cf3bd1e0fc0efea70,38.10892,-81.932181,39,16,6,1,12,35.63935450660797,88.06044284243049,2913,3,0.0010298661174047,617,439,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2019-02-19 08:02:34,30150717898388,"fraud_Zboncak, Rowe and Murazik",shopping_net,9.02,1,653,e0a43b81f374882ee0b3615d4629a271,35.065331,-85.871021,52,8,1,0,2,56.58909107752066,60.24994988610479,2195,6,0.0027334851936218,687,328,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2019-08-12 08:56:55,3556613125071656,fraud_Bartoletti-Wunsch,gas_transport,58.34,1,28739,80dd843598ab27b43d43d7d22cf74bb3,29.897912,-96.358005,19,8,0,0,8,130.42699450387195,50.45228899207866,3661,16,0.0043703906036602,24,207,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2019-03-14 02:33:32,180056173248083,fraud_Kiehn-Emmerich,grocery_pos,58.59,1,4474,2c9dac94598ddd35dceccbd332acbf36,44.133806,-84.543768,43,2,3,0,3,98.94797458041712,58.691561008861626,1467,8,0.0054533060668029,309,150,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2019-08-30 23:51:50,4342532437704183,fraud_Cruickshank-Mills,entertainment,8.39,1,4354,bc5a41deca05df642356d2bf97d5b484,41.688945,-75.35428,25,23,4,0,8,89.77889405800198,63.178949771689496,2190,7,0.0031963470319634,115,206,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-12-07 14:20:57,3597926034019603,fraud_Heaney-Marquardt,entertainment,100.69,1,9496,c258a546f29dc41fa526f0bacc4d344c,36.170557,-90.338616,26,14,5,1,12,127.09009358656132,61.55182626538988,1462,7,0.0047879616963064,236,204,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-04-15 00:19:01,4586260469584,"fraud_Schaefer, McGlynn and Bosco",gas_transport,54.08,0,1631,11b1c7bd9765081feac6c5cff6ef2add,40.258821000000005,-96.043268,66,0,0,0,4,71.75652909802756,64.33335726495727,2925,15,0.0051282051282051,549,31,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2019-01-31 14:43:39,4377338765909719,fraud_Dare-Marvin,entertainment,127.63,1,4729,83c37aa5384bc802a55114cea4fc57c0,36.185847,-84.956194,36,14,3,0,1,82.29842771854256,56.86547537619699,2924,7,0.0023939808481532,125,214,1,0,0,0,0,0,0,0,0,0,0,0,0,0
